Zona de planificacion;Distrito;Distrito MIES;Provincia;id_provincia;Canton;id_canton;Parroquia;id_parroquia;Región;Servicio;Modalidad;Modalidad_1;Tipo gestion_ua;Fuente financiamiento_ua;Tipo administracion_ua;Cooperante;Hombre;"Mujer
(excluye mujeres gestantes)";"Total
(excluye mujeres gestantes)";Total general (incluye mujeres gestantes);1_0 - 3 primera infancia Hombre;1_0 - 3 primera infancia Mujer;2_4 - 5 primera infancia Hombre;2_4 - 5 primera infancia Mujer;3_6 - 11 segunda infancia Hombre;3_6 - 11 segunda infancia Mujer;4_12 - 14 adolescencia Hombre;4_12 - 14 adolescencia Mujer;5_15 - 17 adolescencia Hombre;5_15 - 17 adolescencia Mujer;6_18 - 29 juventud Hombre;6_18 - 29 juventud Mujer;7_30 - 64 adultez Hombre;7_30 - 64 adultez Mujer;8_65 y más adulta mayor Hombre;8_65 y más adulta mayor Mujer;Afroecuatoriano Hombre;Afroecuatoriano Mujer;Indígena Hombre;Indígena Mujer;Mestizo Hombre;Mestizo Mujer;Montuvio Hombre;Montuvio Mujer;Blanco Hombre;Blanco Mujer;Otro Hombre;Otro Mujer;Sin discapacidad Hombre ;Sin discapacidad Mujer;Con discapacidad Hombre;Con discapacidad Mujer;Con discapacidad Total;Discapacidad auditiva Hombre;Discapacidad auditiva Mujer;Discapacidad física Hombre;Discapacidad física Mujer;Discapacidad intelectual Hombre;Discapacidad intelectual Mujer;Discapacidad lenguaje Hombre;Discapacidad lenguaje Mujer;Discapacidad mental Hombre;Discapacidad mental Mujer;Discapacidad psicologico Hombre;Discapacidad psicologico Mujer;Discapacidad psicosocial Hombre;Discapacidad psicosocial Mujer;Discapacidad visual Hombre;Discapacidad visual Mujer;Discapacidad ninguna Hombre;Discapacidad ninguna Mujer;Capacidad máxima;*Area urbana rural;Asistencia promedio;Asistencia NT;DII_01_menor_6_m_Hombre;DII_01_menor_6_m_Mujer;DII_02_6a9_m_Hombre;DII_02_6a9_m_Mujer;DII_03_10a11_m_Hombre;DII_03_10a11_m_Mujer;DII_04_12a18_m_Hombre;DII_04_12a18_m_Mujer;DII_05_19a24_m_Hombre;DII_05_19a24_m_Mujer;DII_06_25a36_m_Hombre;DII_06_25a36_m_Mujer;DII_07_mayor_36_m_Hombre;DII_07_mayor_36_m_Mujer;Modalidad nueva;Modalidad nueva2;Ecuatoriano;Extranjero;Tiene_RS_SI_METRICA2018;Tiene_RS_NO_METRICA2018;EXTREMA_POBREZA_METRICA2018;POBRE_METRICA2018;NO_POBRE_METRICA2018;Tipo gasto;embarazada_SI;G3_6a11_segunda_infancia;G4_12a14_adolescencia;G5_15a17_adolescencia;G6_18a29_juventud;G7_30a64_adultez;G8_65_mas_adulta_mayor;dias_asistencia_embarazada;base_ninos;extremo_vulnerable_dii;vulnerable_dii;no_vulnerable_dii;Ficha_levantada_dii;base_embarazadas;extremo_vulnerable_embz;vulnerable_embz;no_vulnerable_embz;Ficha_levantada_embz;base_pam;vulnerabilidad_alta_pam;vulnerabilidad_media_pam;vulnerabilidad_baja_pam;Ficha_levantada_pam_Diurno_Activo_Domiciar;Ficha_levantada_pam_Residencial;base_pcd;vulnerabilidad_alta_pcd;vulnerabilidad_media_pcd;vulnerabilidad_baja_pcd;Ficha_levantada_Personas_con_Discapacidad;Sin asistencia;Tipo;servicio1;tipo_gestion_ua_o;Afganistán;Alemania;Alemania_República_Democrática;Antigua_y_Barbuda;Apátrida;Argelia;Argentina;Australia;Bahamas;Barbados;Bélgica;Bermudas;Bolivia;Brasil;Caimán_Islas;Canadá;Checa_República_Checoslovaquia;Chile;China_República_Popular_Pekin;Colombia;Corea_del_Sur_República_de;Costa_Rica;Cuba;Curazao_Isla;Dominicana_República;Egipto;El_Salvador;España;Estados_Unidos;Francia;Granada;Groenlandia;Guatemala;Guinea;Guinea_Bissau;Haití;Honduras;India;Irán_República_Islámica_de;Israel;Italia;Jamaica;Liechtestein;Marruecos;Martinica;Mexico;Nicaragua;Otras_naciones_de_Africa;Otras_naciones_de_America;Otras_Naciones_de_Europa;Panamá;Paraguay;Perú;Rwanda;Reino_Unido_Escocia_Gran_Bretaña_Inglaterra;Sudafrica_Ciskei;Surinam;Territorio_Británico_del_Oceáno_Índico;Ucrania;Uganda;Uruguay;Venezuela;Yemen;Sin_Especificar;SNAI_Si;SNAI_No;dias_asistencia_sum;DII_cobert_asist
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;ANCHAYACU;080251;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;14;13;27;27;11;10;3;3;;;;;;;;;;;;;;1;13;11;1;1;;;;;;;14;13;;;;;;;;;;;;;;;;;;;;;;27;Rural;9;20;;;;;;;;1;2;1;4;1;8;10;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;22;5;18;4;;corriente;;;;;;;;;6;;6;;6;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;243;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;ANCHAYACU;080251;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;18;18;36;36;18;18;;;;;;;;;;;;;;;16;15;;;2;2;;;;;;1;18;18;;;;;;;;;;;;;;;;;;;;;;36;Rural;8;20;;;;;;;4;3;4;6;8;7;2;2;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;35;1;33;3;18;12;3;corriente;;;;;;;;;9;;9;;9;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;33;284;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;ANCHAYACU;080251;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;15;15;30;35;15;15;;;;;;;;;;5;;;;;11;12;;;4;8;;;;;;;15;19;;1;1;;;;;;1;;;;;;;;;;;;;35;Rural;3;4;2;2;;4;1;1;2;;2;3;6;3;2;2;CNH - Misión Ternura;4.- CNH - Misión Ternura;35;;34;1;15;18;1;corriente;5;;;;5;;;3,00;4;;4;;4;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;93;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;ATAHUALPA (CAB. EN CAMARONES);080252;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;17;9;26;26;17;9;;;;;;;;;;;;;;;7;2;;;9;6;;;;;1;1;17;9;;;;;;;;;;;;;;;;;;;;;;27;Rural;14;20;;;;;;;5;;4;4;7;5;1;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;26;;24;2;13;8;3;corriente;;;;;;;;;9;1;8;;9;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;375;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;12;15;27;27;12;15;;;;;;;;;;;;;;;12;14;;;;1;;;;;;;12;15;;;;;;;;;;;;;;;;;;;;;;27;Rural;17;20;;;;;;;1;2;2;3;8;9;1;1;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;27;;24;3;13;11;;corriente;;;;;;;;;16;3;13;;16;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;457;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;25;27;52;52;25;27;;;;;;;;;;;;;;;21;18;;;4;8;;;;;;1;25;27;;;;;;;;;;;;;;;;;;;;;;54;Rural;13;20;;;;;;;2;12;5;1;18;14;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;52;;44;8;18;19;7;corriente;;;;;;;;;13;;13;;13;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;50;673;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;9;20;29;29;;;;;;;;;;;3;5;6;15;;;5;15;;;2;2;;2;2;;;1;;;9;20;29;;;3;6;4;8;;;;;;;;2;2;4;;;30;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;29;;29;;13;11;5;corriente;;;;;;;;;;;;;;;;;;;;;;;;;13;6;6;1;13;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;51;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;22;43;45;21;21;;;;;;;;;;3;;;;;18;16;;;2;7;;;;;1;1;21;24;;;;;;;;;;;;;;;;;;;;;;45;Rural;3;4;2;2;4;;3;3;;5;4;4;6;3;2;5;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;43;2;24;15;4;corriente;2;;;;2;;;3,50;8;;8;;8;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;42;132;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;15;22;37;45;15;22;;;;;;;;3;;2;;3;;;2;6;6;16;6;8;;;;;1;;15;30;;;;;;;;;;;;;;;;;;;;;;45;Rural;1;4;;3;1;1;3;;4;4;5;7;2;7;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;44;1;43;2;36;5;2;inversion;8;;;3;2;3;;0,50;1;;1;;1;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43;47;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;14;11;25;39;14;11;;;;;;;;;;11;;3;;;4;7;;4;7;8;;;1;1;2;5;14;25;;;;;;;;;;;;;;;;;;;;;;45;Rural;3;4;;;1;;;;;1;2;3;2;5;9;2;CNH - Misión Ternura;4.- CNH - Misión Ternura;38;1;34;5;18;13;3;inversion;14;;;;11;3;;2,64;17;;17;;17;5;1;2;2;5;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;117;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;11;24;35;41;11;22;;;;;;;;;;6;;2;;;1;7;1;;9;22;;;;;;1;11;28;;2;2;;;;1;;1;;;;;;;;;;;;;45;Rural;2;4;1;1;1;;;2;2;3;1;6;2;5;4;7;CNH - Misión Ternura;4.- CNH - Misión Ternura;41;;40;1;17;21;2;corriente;6;;;;4;2;;2,00;12;1;11;;12;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;25;78;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;23;17;40;44;23;17;;;;;;;;1;;2;;1;;;1;2;;;21;18;;;;1;1;;23;21;;;;;;;;;;;;;;;;;;;;;;45;Rural;1;4;2;1;1;2;2;;4;4;6;4;7;6;1;;CNH - Misión Ternura;4.- CNH - Misión Ternura;44;;42;2;17;22;3;corriente;4;;;1;2;1;;1,25;2;;2;;2;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;51;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;12;20;32;39;12;20;;;;;;;;;;6;;1;;;8;17;1;5;3;4;;1;;;;;12;27;;;;;;;;;;;;;;;;;;;;;;45;Rural;2;4;3;3;;3;1;1;2;4;3;2;3;6;;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;39;;34;5;18;15;1;corriente;7;;;;6;1;;1,71;2;;2;;2;1;;;1;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;93;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;7;7;14;18;7;7;;;;;;;;;;3;;1;;;;3;;;6;8;;;1;;;;7;11;;;;;;;;;;;;;;;;;;;;;;35;Rural;0;4;;;;;;;2;;1;3;1;4;3;;CNH - Misión Ternura;4.- CNH - Misión Ternura;18;;17;1;8;9;;inversion;4;;;;3;1;;0,00;5;;5;;5;;;;;;;;;;;;;;;;;1;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;0;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;16;14;30;32;16;14;;;;;;1;;;;1;;;;;;2;;;14;12;2;2;;;;;16;16;;;;;;;;;;;;;;;;;;;;;;35;Rural;1;4;3;;2;1;;1;2;3;1;4;8;4;;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;32;;32;;17;15;;inversion;2;;1;;1;;;0,00;5;;5;;5;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;33;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;PERSONAS ADULTOS MAYORES - PEJ;CENTRO GERONTOLÓGICOS DE ATENCIÓN DIURNA;1.- DIURNOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;30;39;69;69;;;;;;;;;;;;;;;30;39;24;34;;2;5;2;;1;;;1;;22;34;8;5;13;;1;7;3;1;;;;;;;;;;;1;;;70;Rural;20;20;;;;;;;;;;;;;;;CENTRO GERONTOLÓGICOS DE ATENCIÓN DIURNA;1.- DIURNOS;69;;67;2;10;31;26;corriente;;;;;;;;;;;;;;;;;;;6;;3;3;6;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1388;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;5;13;18;18;;;;;;;;;;;;;;;5;13;2;10;;;2;2;;1;1;;;;;2;5;11;16;;;4;9;;;;;;;;;;;1;2;;;20;Rural;3;4;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA-PERSONAS CON DISCAPACIDAD_PAM;5.- DOMICILIAR PcD PAM;18;;18;;3;11;4;corriente;;;;;;;;;;;;;;;;;;;2;2;;;2;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;BORBON;080253;Costa;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;11;9;20;20;;;;;;;;;;;;;;;11;9;9;9;;;2;;;;;;;;4;4;7;5;12;;;6;3;;1;;;;;;;;;1;1;;;20;Rural;4;4;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA-PERSONAS CON DISCAPACIDAD_PAM;5.- DOMICILIAR PcD PAM;20;;19;1;;14;5;corriente;;;;;;;;;;;;;;;;;;;11;4;3;4;11;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;LA TOLA;080254;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;19;40;46;21;19;;;;;;;;;;4;;2;;;4;5;;;16;18;;;;;1;2;21;25;;;;;;;;;;;;;;;;;;;;;;45;Rural;2;4;7;4;3;5;2;1;2;2;6;2;1;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;46;;45;1;17;28;;corriente;6;;;;4;2;;1,00;5;;5;;5;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;44;84;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;LA TOLA;080254;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;16;26;42;46;16;26;;;;;;;;;;4;;;;;14;26;;;2;2;;;;;;2;16;30;;;;;;;;;;;;;;;;;;;;;;45;Rural;3;4;2;4;;2;1;;3;9;4;7;6;4;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;46;;46;;21;25;;corriente;4;;;;4;;;3,25;7;;7;;7;1;;1;;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;143;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;LUIS VARGAS TORRES (CAB. EN PLAYA DE ORO);080255;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;13;13;26;37;13;13;;;;;;;;1;;6;;4;;;8;19;;;2;3;1;1;1;1;1;;13;24;;;;;;;;;;;;;;;;;;;;;;35;Rural;3;4;1;1;2;1;1;3;2;1;1;2;6;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;37;;37;;24;13;;corriente;11;;;1;6;4;;2,64;15;1;14;;15;3;1;2;;3;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;106;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;MALDONADO;080256;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;18;18;36;36;18;18;;;;;;;;;;;;;;;11;15;;;4;3;;;;;3;;18;18;;;;;;;;;;;;;;;;;;;;;;36;Rural;8;20;;;;;;;3;1;2;6;8;10;5;1;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;35;1;18;16;1;corriente;;;;;;;;;14;;14;;14;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;293;1
Zona Planificación 1;08D02;UNIDAD DESCONCENTRADA DISTRITAL TIPO B SAN LORENZO;ESMERALDAS;08;ELOY ALFARO;0802;MALDONADO;080256;Costa;PERSONAS ADULTOS MAYORES - PEJ;ESPACIOS DE SOCIALIZACIÓN Y ENCUENTRO;4.- ACTIVOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;29;33;62;62;;;;;;;;;;;;;;;29;33;29;30;;;;3;;;;;;;24;30;5;3;8;;1;5;1;;;;;;;;;;;;1;;;64;Rural;13;3;;;;;;;;;;;;;;;ESPACIOS ACTIVOS CON ALIMENTACION;4.- ACTIVOS CA;61;1;59;3;7;30;22;corriente;;;;;;;;;;;;;;;;;;;21;5;8;8;21;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;806;
